Percentage served,Time in ms
0,4.838
1,19.108
2,20.249
3,20.675
4,20.886
5,21.011
6,21.123
7,21.201
8,21.273
9,21.357
10,21.426
11,21.472
12,21.525
13,21.584
14,21.637
15,21.675
16,21.701
17,21.738
18,21.766
19,21.793
20,21.822
21,21.853
22,21.888
23,21.918
24,21.949
25,21.975
26,22.006
27,22.036
28,22.058
29,22.083
30,22.110
31,22.138
32,22.163
33,22.184
34,22.204
35,22.232
36,22.253
37,22.279
38,22.298
39,22.321
40,22.345
41,22.368
42,22.395
43,22.422
44,22.451
45,22.469
46,22.486
47,22.508
48,22.532
49,22.560
50,22.587
51,22.613
52,22.645
53,22.672
54,22.707
55,22.732
56,22.760
57,22.788
58,22.812
59,22.840
60,22.876
61,22.904
62,22.934
63,22.969
64,22.998
65,23.028
66,23.057
67,23.093
68,23.124
69,23.162
70,23.202
71,23.239
72,23.277
73,23.309
74,23.348
75,23.383
76,23.419
77,23.458
78,23.503
79,23.545
80,23.599
81,23.649
82,23.712
83,23.762
84,23.823
85,23.890
86,23.961
87,24.022
88,24.120
89,24.249
90,24.391
91,24.576
92,24.883
93,25.167
94,25.566
95,26.141
96,27.319
97,28.548
98,35.174
99,230.244
100,1748.122
