Percentage served,Time in ms
0,13.441
1,21.211
2,21.650
3,21.913
4,22.099
5,22.240
6,22.365
7,22.495
8,22.572
9,22.670
10,22.741
11,22.820
12,22.894
13,22.975
14,23.037
15,23.096
16,23.130
17,23.189
18,23.259
19,23.334
20,23.394
21,23.458
22,23.519
23,23.568
24,23.629
25,23.686
26,23.759
27,23.829
28,23.898
29,23.968
30,24.026
31,24.098
32,24.154
33,24.238
34,24.303
35,24.369
36,24.434
37,24.489
38,24.570
39,24.637
40,24.730
41,24.822
42,24.903
43,24.974
44,25.049
45,25.128
46,25.215
47,25.284
48,25.374
49,25.460
50,25.562
51,25.674
52,25.804
53,25.926
54,26.028
55,26.127
56,26.208
57,26.319
58,26.438
59,26.558
60,26.660
61,26.776
62,26.881
63,27.015
64,27.193
65,27.430
66,27.577
67,27.780
68,27.952
69,28.098
70,28.288
71,28.455
72,28.661
73,28.911
74,29.157
75,29.377
76,29.771
77,30.534
78,30.942
79,31.470
80,32.049
81,32.729
82,34.386
83,35.313
84,36.575
85,37.780
86,39.305
87,40.780
88,46.800
89,54.188
90,202.896
91,227.546
92,231.673
93,236.982
94,264.220
95,874.301
96,1803.570
97,3305.394
98,3558.149
99,3579.232
100,7249.026
