Percentage served,Time in ms
0,9.682
1,19.823
2,20.369
3,20.509
4,20.583
5,20.650
6,20.699
7,20.762
8,20.804
9,20.848
10,20.888
11,20.932
12,20.963
13,20.996
14,21.024
15,21.049
16,21.077
17,21.103
18,21.128
19,21.148
20,21.168
21,21.193
22,21.215
23,21.234
24,21.255
25,21.275
26,21.291
27,21.305
28,21.323
29,21.342
30,21.358
31,21.374
32,21.390
33,21.408
34,21.427
35,21.446
36,21.460
37,21.475
38,21.492
39,21.506
40,21.522
41,21.539
42,21.557
43,21.573
44,21.593
45,21.614
46,21.634
47,21.653
48,21.670
49,21.691
50,21.708
51,21.727
52,21.746
53,21.765
54,21.794
55,21.818
56,21.842
57,21.866
58,21.889
59,21.912
60,21.934
61,21.956
62,21.978
63,22.004
64,22.029
65,22.054
66,22.076
67,22.101
68,22.127
69,22.151
70,22.179
71,22.208
72,22.240
73,22.281
74,22.319
75,22.364
76,22.411
77,22.449
78,22.503
79,22.545
80,22.594
81,22.645
82,22.715
83,22.784
84,22.879
85,22.996
86,23.147
87,23.292
88,23.550
89,23.861
90,24.350
91,25.243
92,26.326
93,29.043
94,47.904
95,226.132
96,244.783
97,834.658
98,1723.521
99,1757.916
100,1820.499
