Percentage served,Time in ms
0,17.474
1,24.163
2,24.556
3,24.859
4,25.114
5,25.431
6,25.968
7,26.341
8,26.536
9,26.671
10,26.819
11,26.921
12,27.071
13,27.194
14,27.301
15,27.441
16,27.550
17,27.704
18,27.842
19,28.006
20,28.125
21,28.265
22,28.419
23,28.558
24,28.731
25,28.867
26,29.044
27,29.152
28,29.274
29,29.352
30,29.437
31,29.515
32,29.617
33,29.699
34,29.790
35,29.858
36,29.942
37,30.033
38,30.123
39,30.204
40,30.311
41,30.412
42,30.551
43,30.683
44,30.794
45,30.901
46,31.065
47,31.192
48,31.385
49,31.600
50,31.790
51,31.985
52,32.228
53,32.484
54,32.745
55,32.930
56,33.106
57,33.291
58,33.454
59,33.584
60,33.733
61,33.928
62,34.111
63,34.311
64,34.478
65,34.646
66,34.867
67,35.066
68,35.364
69,35.679
70,36.498
71,37.029
72,37.558
73,38.042
74,38.407
75,38.815
76,39.472
77,39.875
78,40.426
79,41.447
80,42.150
81,43.383
82,62.127
83,76.384
84,90.959
85,239.110
86,270.198
87,475.697
88,969.158
89,5627.027
90,6047.320
91,6779.243
92,7032.307
93,7037.420
94,7045.636
95,7295.904
96,7302.648
97,7309.767
98,7789.569
99,7798.474
100,14456.693
