Percentage served,Time in ms
0,11.990
1,17.921
2,21.043
3,21.401
4,21.520
5,21.600
6,21.672
7,21.716
8,21.755
9,21.798
10,21.839
11,21.873
12,21.914
13,21.938
14,21.959
15,21.998
16,22.025
17,22.062
18,22.085
19,22.109
20,22.138
21,22.158
22,22.180
23,22.202
24,22.226
25,22.251
26,22.270
27,22.296
28,22.312
29,22.333
30,22.351
31,22.369
32,22.381
33,22.407
34,22.433
35,22.453
36,22.476
37,22.503
38,22.520
39,22.535
40,22.554
41,22.575
42,22.598
43,22.619
44,22.642
45,22.657
46,22.677
47,22.700
48,22.728
49,22.753
50,22.778
51,22.809
52,22.840
53,22.870
54,22.892
55,22.929
56,22.958
57,22.992
58,23.032
59,23.078
60,23.139
61,23.204
62,23.252
63,23.314
64,23.391
65,23.466
66,23.545
67,23.626
68,23.738
69,23.838
70,23.915
71,24.047
72,24.161
73,24.286
74,24.453
75,24.689
76,24.835
77,24.933
78,25.098
79,25.280
80,25.582
81,26.070
82,27.527
83,28.288
84,29.407
85,30.050
86,30.909
87,46.204
88,57.243
89,64.243
90,231.470
91,255.673
92,479.459
93,891.852
94,896.515
95,903.309
96,923.376
97,930.082
98,936.814
99,1755.144
100,1813.112
