Percentage served,Time in ms
0,8.285
1,18.119
2,20.503
3,20.869
4,20.957
5,21.012
6,21.057
7,21.118
8,21.163
9,21.188
10,21.214
11,21.240
12,21.258
13,21.278
14,21.300
15,21.314
16,21.330
17,21.352
18,21.371
19,21.387
20,21.398
21,21.416
22,21.429
23,21.448
24,21.463
25,21.476
26,21.491
27,21.506
28,21.519
29,21.534
30,21.549
31,21.565
32,21.585
33,21.599
34,21.617
35,21.634
36,21.645
37,21.659
38,21.672
39,21.684
40,21.693
41,21.707
42,21.718
43,21.732
44,21.743
45,21.762
46,21.775
47,21.790
48,21.803
49,21.817
50,21.833
51,21.854
52,21.872
53,21.891
54,21.912
55,21.931
56,21.947
57,21.973
58,21.998
59,22.017
60,22.035
61,22.058
62,22.079
63,22.098
64,22.119
65,22.145
66,22.171
67,22.206
68,22.246
69,22.276
70,22.310
71,22.346
72,22.379
73,22.411
74,22.449
75,22.496
76,22.539
77,22.611
78,22.688
79,22.767
80,22.938
81,23.152
82,23.375
83,23.803
84,24.334
85,24.614
86,24.864
87,25.197
88,25.563
89,25.915
90,26.253
91,26.976
92,33.485
93,40.646
94,47.840
95,254.744
96,893.505
97,900.376
98,908.151
99,920.151
100,1752.159
