Percentage served,Time in ms
0,16.777
1,20.095
2,20.557
3,21.314
4,21.582
5,21.789
6,21.917
7,22.049
8,22.159
9,22.249
10,22.333
11,22.415
12,22.528
13,22.646
14,22.781
15,22.924
16,23.033
17,23.142
18,23.233
19,23.310
20,23.405
21,23.486
22,23.563
23,23.634
24,23.694
25,23.755
26,23.813
27,23.873
28,23.918
29,23.982
30,24.042
31,24.100
32,24.158
33,24.216
34,24.271
35,24.320
36,24.373
37,24.426
38,24.480
39,24.525
40,24.584
41,24.641
42,24.706
43,24.762
44,24.819
45,24.877
46,24.929
47,24.987
48,25.041
49,25.104
50,25.163
51,25.228
52,25.297
53,25.361
54,25.429
55,25.492
56,25.567
57,25.637
58,25.719
59,25.796
60,25.859
61,25.944
62,26.015
63,26.089
64,26.154
65,26.233
66,26.304
67,26.407
68,26.536
69,26.643
70,26.783
71,26.921
72,27.046
73,27.212
74,27.418
75,27.656
76,27.990
77,28.379
78,28.703
79,29.042
80,30.016
81,31.166
82,31.753
83,32.398
84,33.569
85,34.368
86,35.352
87,36.696
88,38.452
89,61.173
90,217.700
91,232.868
92,419.531
93,960.978
94,1750.567
95,1775.301
96,1832.054
97,1850.928
98,1894.223
99,4525.283
100,7038.083
