Percentage served,Time in ms
0,6.707
1,19.370
2,19.757
3,19.893
4,19.971
5,20.042
6,20.106
7,20.179
8,20.240
9,20.296
10,20.344
11,20.402
12,20.461
13,20.547
14,20.632
15,20.727
16,20.813
17,20.899
18,20.987
19,21.057
20,21.122
21,21.187
22,21.235
23,21.279
24,21.324
25,21.362
26,21.399
27,21.432
28,21.462
29,21.494
30,21.523
31,21.551
32,21.579
33,21.601
34,21.628
35,21.652
36,21.673
37,21.697
38,21.721
39,21.744
40,21.765
41,21.786
42,21.804
43,21.826
44,21.845
45,21.869
46,21.896
47,21.919
48,21.941
49,21.966
50,21.995
51,22.025
52,22.051
53,22.072
54,22.092
55,22.117
56,22.140
57,22.162
58,22.183
59,22.202
60,22.226
61,22.250
62,22.276
63,22.302
64,22.329
65,22.352
66,22.384
67,22.412
68,22.443
69,22.477
70,22.509
71,22.539
72,22.574
73,22.612
74,22.659
75,22.696
76,22.734
77,22.781
78,22.825
79,22.875
80,22.927
81,22.970
82,23.026
83,23.086
84,23.167
85,23.264
86,23.352
87,23.467
88,23.588
89,23.786
90,24.048
91,24.340
92,24.601
93,24.821
94,25.038
95,25.267
96,27.063
97,30.539
98,33.966
99,38.530
100,1816.295
