Percentage served,Time in ms
0,18.136
1,22.233
2,22.418
3,22.623
4,22.854
5,22.956
6,23.023
7,23.080
8,23.133
9,23.180
10,23.213
11,23.243
12,23.273
13,23.314
14,23.351
15,23.391
16,23.439
17,23.484
18,23.573
19,23.691
20,23.845
21,24.025
22,24.261
23,24.521
24,24.783
25,24.906
26,24.987
27,25.045
28,25.087
29,25.130
30,25.164
31,25.203
32,25.239
33,25.270
34,25.308
35,25.337
36,25.370
37,25.407
38,25.435
39,25.464
40,25.497
41,25.543
42,25.573
43,25.612
44,25.645
45,25.677
46,25.718
47,25.768
48,25.816
49,25.877
50,25.918
51,25.989
52,26.037
53,26.085
54,26.146
55,26.218
56,26.270
57,26.342
58,26.415
59,26.476
60,26.550
61,26.668
62,26.754
63,26.879
64,26.981
65,27.165
66,27.378
67,27.683
68,28.120
69,28.965
70,30.847
71,31.500
72,31.897
73,32.360
74,34.222
75,34.769
76,37.109
77,38.514
78,39.715
79,43.379
80,65.866
81,74.196
82,210.032
83,234.727
84,255.969
85,269.411
86,456.772
87,494.424
88,886.118
89,895.593
90,905.904
91,917.800
92,925.437
93,933.047
94,945.101
95,952.743
96,1689.900
97,1819.726
98,1826.273
99,3599.715
100,3608.001
