Percentage served,Time in ms
0,11.534
1,23.153
2,23.296
3,23.401
4,23.478
5,23.540
6,23.602
7,23.648
8,23.699
9,23.747
10,23.801
11,23.847
12,23.895
13,23.932
14,23.971
15,23.999
16,24.032
17,24.062
18,24.089
19,24.117
20,24.145
21,24.170
22,24.196
23,24.220
24,24.240
25,24.264
26,24.284
27,24.305
28,24.330
29,24.347
30,24.365
31,24.385
32,24.408
33,24.423
34,24.441
35,24.459
36,24.480
37,24.500
38,24.522
39,24.541
40,24.564
41,24.584
42,24.604
43,24.623
44,24.642
45,24.658
46,24.677
47,24.695
48,24.714
49,24.731
50,24.752
51,24.767
52,24.790
53,24.812
54,24.828
55,24.850
56,24.870
57,24.888
58,24.906
59,24.927
60,24.950
61,24.975
62,25.001
63,25.024
64,25.054
65,25.082
66,25.110
67,25.147
68,25.197
69,25.235
70,25.275
71,25.322
72,25.372
73,25.426
74,25.481
75,25.546
76,25.611
77,25.699
78,25.775
79,25.876
80,25.952
81,26.046
82,26.172
83,26.312
84,26.494
85,26.702
86,26.880
87,27.190
88,27.894
89,28.576
90,29.701
91,30.449
92,34.031
93,36.310
94,50.759
95,229.357
96,256.658
97,1043.584
98,1815.580
99,3472.262
100,3489.420
