Percentage served,Time in ms
0,6.104
1,21.491
2,23.153
3,23.321
4,23.430
5,23.506
6,23.575
7,23.625
8,23.667
9,23.712
10,23.763
11,23.800
12,23.835
13,23.869
14,23.902
15,23.932
16,23.959
17,23.990
18,24.016
19,24.041
20,24.060
21,24.083
22,24.107
23,24.131
24,24.155
25,24.175
26,24.191
27,24.210
28,24.235
29,24.253
30,24.269
31,24.287
32,24.303
33,24.323
34,24.342
35,24.358
36,24.379
37,24.394
38,24.413
39,24.431
40,24.447
41,24.464
42,24.480
43,24.500
44,24.518
45,24.534
46,24.553
47,24.568
48,24.588
49,24.606
50,24.620
51,24.643
52,24.663
53,24.683
54,24.701
55,24.721
56,24.738
57,24.761
58,24.780
59,24.800
60,24.821
61,24.847
62,24.868
63,24.893
64,24.915
65,24.938
66,24.956
67,24.986
68,25.013
69,25.039
70,25.067
71,25.096
72,25.123
73,25.155
74,25.185
75,25.219
76,25.247
77,25.282
78,25.321
79,25.354
80,25.392
81,25.430
82,25.475
83,25.524
84,25.572
85,25.620
86,25.670
87,25.724
88,25.793
89,25.865
90,25.962
91,26.079
92,26.262
93,26.548
94,26.800
95,27.053
96,27.458
97,30.471
98,32.459
99,232.299
100,1803.828
