Percentage served,Time in ms
0,4.469
1,16.260
2,16.670
3,16.793
4,16.880
5,16.951
6,17.024
7,17.076
8,17.141
9,17.213
10,17.288
11,17.354
12,17.423
13,17.483
14,17.561
15,17.663
16,17.777
17,17.915
18,18.120
19,18.297
20,18.485
21,18.719
22,19.179
23,19.464
24,19.677
25,19.818
26,19.925
27,20.008
28,20.101
29,20.202
30,20.316
31,20.415
32,20.518
33,20.637
34,20.771
35,20.926
36,21.062
37,21.190
38,21.327
39,21.450
40,21.564
41,21.649
42,21.748
43,21.856
44,21.953
45,22.068
46,22.184
47,22.269
48,22.389
49,22.496
50,22.630
51,22.734
52,22.853
53,22.983
54,23.083
55,23.193
56,23.290
57,23.388
58,23.467
59,23.551
60,23.666
61,23.775
62,23.891
63,23.984
64,24.089
65,24.217
66,24.385
67,24.597
68,24.809
69,25.031
70,25.290
71,25.517
72,25.820
73,26.218
74,26.546
75,26.979
76,27.560
77,27.867
78,28.111
79,28.402
80,28.700
81,29.000
82,29.318
83,29.567
84,29.823
85,30.004
86,30.252
87,30.502
88,30.748
89,31.003
90,31.229
91,31.453
92,31.765
93,32.045
94,32.317
95,32.598
96,32.921
97,33.255
98,33.794
99,35.127
100,38.507
