Percentage served,Time in ms
0,12.748
1,22.409
2,23.189
3,23.701
4,23.873
5,23.992
6,24.077
7,24.149
8,24.222
9,24.290
10,24.356
11,24.420
12,24.477
13,24.532
14,24.579
15,24.631
16,24.684
17,24.725
18,24.761
19,24.800
20,24.837
21,24.876
22,24.913
23,24.960
24,24.993
25,25.031
26,25.066
27,25.099
28,25.127
29,25.163
30,25.201
31,25.241
32,25.274
33,25.305
34,25.339
35,25.366
36,25.394
37,25.420
38,25.446
39,25.472
40,25.502
41,25.533
42,25.563
43,25.594
44,25.628
45,25.655
46,25.687
47,25.718
48,25.747
49,25.779
50,25.811
51,25.840
52,25.867
53,25.892
54,25.928
55,25.960
56,25.999
57,26.042
58,26.077
59,26.117
60,26.159
61,26.201
62,26.244
63,26.285
64,26.330
65,26.384
66,26.440
67,26.493
68,26.548
69,26.598
70,26.665
71,26.722
72,26.782
73,26.846
74,26.924
75,26.995
76,27.073
77,27.156
78,27.292
79,27.445
80,27.663
81,28.042
82,28.439
83,29.137
84,29.780
85,30.058
86,30.353
87,30.806
88,31.985
89,32.828
90,34.350
91,36.752
92,51.803
93,72.566
94,233.234
95,270.417
96,1034.990
97,1836.786
98,1849.354
99,3563.324
100,3622.301
