Percentage served,Time in ms
0,4.847
1,15.789
2,16.565
3,17.156
4,17.432
5,17.681
6,17.883
7,18.048
8,18.188
9,18.285
10,18.386
11,18.473
12,18.543
13,18.622
14,18.685
15,18.749
16,18.807
17,18.859
18,18.899
19,18.946
20,19.001
21,19.054
22,19.104
23,19.150
24,19.201
25,19.242
26,19.285
27,19.327
28,19.367
29,19.404
30,19.442
31,19.480
32,19.516
33,19.547
34,19.582
35,19.619
36,19.652
37,19.680
38,19.709
39,19.750
40,19.780
41,19.818
42,19.855
43,19.893
44,19.930
45,19.965
46,20.002
47,20.041
48,20.081
49,20.124
50,20.162
51,20.214
52,20.273
53,20.329
54,20.387
55,20.441
56,20.497
57,20.555
58,20.608
59,20.656
60,20.701
61,20.753
62,20.800
63,20.865
64,20.921
65,20.979
66,21.049
67,21.108
68,21.157
69,21.222
70,21.286
71,21.354
72,21.418
73,21.489
74,21.572
75,21.646
76,21.710
77,21.794
78,21.876
79,22.000
80,22.105
81,22.212
82,22.320
83,22.437
84,22.540
85,22.627
86,22.739
87,22.854
88,23.025
89,23.246
90,23.492
91,23.744
92,24.218
93,24.853
94,25.496
95,26.132
96,26.849
97,27.717
98,28.821
99,30.385
100,37.173
