Percentage served,Time in ms
0,18.452
1,21.030
2,21.370
3,21.683
4,22.048
5,22.242
6,22.410
7,22.555
8,22.665
9,22.770
10,22.878
11,22.970
12,23.062
13,23.144
14,23.209
15,23.282
16,23.338
17,23.400
18,23.460
19,23.512
20,23.568
21,23.610
22,23.658
23,23.716
24,23.775
25,23.836
26,23.889
27,23.953
28,23.996
29,24.058
30,24.126
31,24.181
32,24.236
33,24.294
34,24.371
35,24.443
36,24.512
37,24.575
38,24.653
39,24.716
40,24.789
41,24.864
42,24.917
43,24.986
44,25.064
45,25.114
46,25.184
47,25.233
48,25.298
49,25.374
50,25.447
51,25.516
52,25.575
53,25.652
54,25.711
55,25.781
56,25.856
57,25.919
58,25.987
59,26.060
60,26.117
61,26.184
62,26.245
63,26.330
64,26.398
65,26.466
66,26.565
67,26.683
68,26.787
69,26.929
70,27.102
71,27.301
72,27.453
73,27.643
74,27.849
75,28.082
76,28.318
77,28.683
78,29.057
79,29.529
80,29.918
81,30.264
82,30.632
83,30.921
84,31.405
85,33.054
86,42.723
87,46.644
88,74.805
89,227.123
90,234.079
91,435.262
92,889.911
93,1270.195
94,1801.040
95,1813.460
96,1835.495
97,1923.192
98,8078.161
99,8112.029
100,14491.952
