Percentage served,Time in ms
0,4.621
1,21.011
2,21.438
3,21.591
4,21.688
5,21.777
6,21.849
7,21.918
8,21.982
9,22.035
10,22.093
11,22.133
12,22.179
13,22.216
14,22.252
15,22.289
16,22.324
17,22.365
18,22.401
19,22.431
20,22.465
21,22.498
22,22.530
23,22.564
24,22.598
25,22.631
26,22.659
27,22.691
28,22.723
29,22.759
30,22.789
31,22.819
32,22.850
33,22.892
34,22.927
35,22.962
36,22.997
37,23.027
38,23.063
39,23.090
40,23.127
41,23.160
42,23.197
43,23.231
44,23.266
45,23.303
46,23.330
47,23.361
48,23.392
49,23.422
50,23.459
51,23.493
52,23.519
53,23.545
54,23.567
55,23.599
56,23.637
57,23.683
58,23.715
59,23.748
60,23.774
61,23.808
62,23.845
63,23.875
64,23.909
65,23.948
66,23.983
67,24.008
68,24.044
69,24.078
70,24.111
71,24.151
72,24.195
73,24.236
74,24.281
75,24.327
76,24.366
77,24.407
78,24.456
79,24.508
80,24.554
81,24.611
82,24.669
83,24.715
84,24.763
85,24.820
86,24.875
87,24.951
88,25.055
89,25.133
90,25.243
91,25.340
92,25.476
93,25.684
94,25.932
95,26.206
96,26.670
97,27.071
98,29.109
99,232.807
100,1792.316
