Percentage served,Time in ms
0,2.843
1,15.268
2,15.592
3,15.691
4,15.760
5,15.805
6,15.846
7,15.878
8,15.908
9,15.932
10,15.952
11,15.970
12,15.988
13,16.009
14,16.027
15,16.044
16,16.059
17,16.073
18,16.087
19,16.100
20,16.113
21,16.127
22,16.140
23,16.151
24,16.162
25,16.173
26,16.187
27,16.198
28,16.209
29,16.218
30,16.230
31,16.241
32,16.251
33,16.261
34,16.273
35,16.285
36,16.297
37,16.308
38,16.317
39,16.326
40,16.335
41,16.348
42,16.359
43,16.369
44,16.381
45,16.392
46,16.402
47,16.412
48,16.424
49,16.435
50,16.444
51,16.454
52,16.464
53,16.473
54,16.482
55,16.492
56,16.502
57,16.514
58,16.525
59,16.535
60,16.550
61,16.563
62,16.576
63,16.589
64,16.601
65,16.614
66,16.629
67,16.642
68,16.655
69,16.670
70,16.689
71,16.702
72,16.720
73,16.738
74,16.761
75,16.778
76,16.800
77,16.820
78,16.840
79,16.866
80,16.889
81,16.914
82,16.941
83,16.968
84,16.998
85,17.031
86,17.061
87,17.101
88,17.150
89,17.196
90,17.246
91,17.315
92,17.400
93,17.489
94,17.595
95,17.705
96,17.827
97,17.977
98,18.136
99,18.592
100,24.776
