Percentage served,Time in ms
0,12.478
1,19.645
2,21.434
3,22.017
4,22.174
5,22.242
6,22.288
7,22.326
8,22.352
9,22.375
10,22.396
11,22.414
12,22.434
13,22.452
14,22.463
15,22.480
16,22.497
17,22.512
18,22.527
19,22.538
20,22.553
21,22.567
22,22.579
23,22.589
24,22.601
25,22.611
26,22.620
27,22.631
28,22.640
29,22.648
30,22.656
31,22.667
32,22.679
33,22.692
34,22.702
35,22.712
36,22.720
37,22.731
38,22.741
39,22.750
40,22.761
41,22.777
42,22.787
43,22.800
44,22.812
45,22.824
46,22.837
47,22.851
48,22.864
49,22.876
50,22.888
51,22.906
52,22.922
53,22.940
54,22.956
55,22.978
56,23.002
57,23.025
58,23.064
59,23.093
60,23.125
61,23.167
62,23.215
63,23.280
64,23.335
65,23.397
66,23.458
67,23.538
68,23.600
69,23.671
70,23.743
71,23.830
72,23.932
73,24.032
74,24.158
75,24.307
76,24.502
77,25.124
78,26.106
79,26.904
80,27.638
81,28.576
82,29.084
83,29.794
84,31.140
85,33.160
86,56.189
87,67.231
88,224.532
89,257.360
90,490.610
91,902.763
92,911.685
93,920.550
94,931.349
95,938.649
96,946.438
97,1774.469
98,1780.341
99,1797.577
100,3494.625
