Percentage served,Time in ms
0,15.030
1,23.084
2,23.422
3,23.750
4,23.962
5,24.125
6,24.317
7,24.477
8,24.666
9,24.790
10,24.966
11,25.147
12,25.339
13,25.487
14,25.622
15,25.750
16,25.871
17,26.017
18,26.111
19,26.238
20,26.356
21,26.468
22,26.605
23,26.726
24,26.876
25,26.993
26,27.137
27,27.292
28,27.407
29,27.539
30,27.656
31,27.790
32,27.914
33,28.019
34,28.139
35,28.269
36,28.384
37,28.491
38,28.571
39,28.703
40,28.794
41,28.913
42,29.011
43,29.086
44,29.208
45,29.330
46,29.453
47,29.671
48,29.860
49,30.054
50,30.649
51,31.414
52,32.322
53,33.464
54,34.827
55,35.764
56,36.298
57,36.763
58,37.143
59,37.391
60,37.681
61,38.016
62,38.493
63,38.864
64,39.426
65,40.186
66,40.592
67,40.911
68,41.206
69,41.420
70,41.736
71,42.005
72,42.348
73,42.582
74,42.792
75,43.046
76,43.373
77,43.773
78,44.217
79,44.516
80,44.841
81,45.193
82,45.680
83,46.327
84,46.918
85,47.573
86,48.266
87,49.148
88,51.939
89,64.638
90,211.565
91,242.265
92,253.277
93,464.951
94,1062.717
95,2741.368
96,4594.856
97,7044.344
98,7061.221
99,7305.539
100,14459.152
