Percentage served,Time in ms
0,19.468
1,30.709
2,31.854
3,32.685
4,33.231
5,33.807
6,34.338
7,34.936
8,35.490
9,35.966
10,36.290
11,36.660
12,37.038
13,37.385
14,37.746
15,38.073
16,38.394
17,38.727
18,39.007
19,39.279
20,39.530
21,39.701
22,39.921
23,40.101
24,40.294
25,40.495
26,40.645
27,40.820
28,41.001
29,41.201
30,41.410
31,41.640
32,41.895
33,42.129
34,42.318
35,42.526
36,42.704
37,42.915
38,43.083
39,43.222
40,43.430
41,43.604
42,43.774
43,43.938
44,44.130
45,44.339
46,44.586
47,44.775
48,45.050
49,45.268
50,45.519
51,45.733
52,45.964
53,46.198
54,46.472
55,46.730
56,46.958
57,47.278
58,47.632
59,48.112
60,48.657
61,48.957
62,49.295
63,49.622
64,50.074
65,50.702
66,51.153
67,51.579
68,51.980
69,52.346
70,52.851
71,53.393
72,53.994
73,54.836
74,55.951
75,58.058
76,59.201
77,59.844
78,62.596
79,65.913
80,68.436
81,71.501
82,97.902
83,225.587
84,245.903
85,254.338
86,257.523
87,261.672
88,266.843
89,274.504
90,293.976
91,463.181
92,483.303
93,521.609
94,992.584
95,1066.529
96,1921.375
97,7234.780
98,7251.698
99,7502.555
100,14917.600
