Percentage served,Time in ms
0,7.656
1,26.248
2,30.447
3,31.106
4,31.238
5,31.408
6,31.533
7,31.623
8,31.680
9,31.757
10,31.805
11,31.874
12,31.945
13,32.009
14,32.055
15,32.122
16,32.216
17,32.295
18,32.382
19,32.440
20,32.519
21,32.596
22,32.673
23,32.754
24,32.797
25,32.853
26,32.898
27,32.944
28,32.984
29,33.029
30,33.076
31,33.144
32,33.195
33,33.248
34,33.307
35,33.345
36,33.385
37,33.430
38,33.463
39,33.512
40,33.566
41,33.612
42,33.665
43,33.735
44,33.803
45,33.856
46,33.879
47,33.931
48,33.976
49,34.042
50,34.101
51,34.151
52,34.214
53,34.271
54,34.320
55,34.357
56,34.422
57,34.475
58,34.513
59,34.566
60,34.625
61,34.684
62,34.751
63,34.814
64,34.911
65,34.974
66,35.028
67,35.078
68,35.127
69,35.181
70,35.275
71,35.363
72,35.456
73,35.574
74,35.732
75,35.875
76,35.969
77,36.124
78,36.201
79,36.377
80,36.556
81,36.906
82,37.359
83,37.807
84,38.622
85,38.922
86,39.474
87,40.127
88,40.629
89,41.213
90,42.548
91,52.338
92,66.691
93,205.852
94,241.010
95,271.161
96,961.790
97,1796.154
98,1833.748
99,1843.118
100,1851.130
