Percentage served,Time in ms
0,10.712
1,18.512
2,22.077
3,22.339
4,22.408
5,22.520
6,22.580
7,22.652
8,22.744
9,22.817
10,22.874
11,22.928
12,22.982
13,23.054
14,23.120
15,23.168
16,23.240
17,23.284
18,23.354
19,23.403
20,23.472
21,23.528
22,23.580
23,23.665
24,23.725
25,23.823
26,23.928
27,24.030
28,24.139
29,24.302
30,24.496
31,24.797
32,25.113
33,25.270
34,25.470
35,25.645
36,25.777
37,25.923
38,26.151
39,26.293
40,26.486
41,26.692
42,27.204
43,28.180
44,29.099
45,29.672
46,30.253
47,30.685
48,31.119
49,31.539
50,32.088
51,32.639
52,32.998
53,33.331
54,33.753
55,34.070
56,34.306
57,34.574
58,34.803
59,35.039
60,35.145
61,35.264
62,35.429
63,35.534
64,35.670
65,35.993
66,36.235
67,36.516
68,36.757
69,36.937
70,37.282
71,37.496
72,37.814
73,38.033
74,38.317
75,38.592
76,38.836
77,39.209
78,39.529
79,39.878
80,40.151
81,40.397
82,41.254
83,42.148
84,44.868
85,74.756
86,86.526
87,100.047
88,209.254
89,228.152
90,244.109
91,300.891
92,521.828
93,1033.763
94,1795.465
95,1823.288
96,1891.121
97,1897.604
98,1908.351
99,1981.967
100,3739.403
