Percentage served,Time in ms
0,13.262
1,19.883
2,20.802
3,20.939
4,21.049
5,21.117
6,21.168
7,21.220
8,21.270
9,21.321
10,21.356
11,21.386
12,21.419
13,21.456
14,21.482
15,21.523
16,21.560
17,21.589
18,21.611
19,21.637
20,21.653
21,21.678
22,21.705
23,21.724
24,21.744
25,21.768
26,21.789
27,21.807
28,21.821
29,21.839
30,21.857
31,21.876
32,21.892
33,21.916
34,21.934
35,21.955
36,21.970
37,21.990
38,22.010
39,22.033
40,22.049
41,22.068
42,22.086
43,22.101
44,22.120
45,22.144
46,22.163
47,22.181
48,22.202
49,22.227
50,22.250
51,22.269
52,22.298
53,22.320
54,22.351
55,22.380
56,22.405
57,22.426
58,22.458
59,22.492
60,22.538
61,22.580
62,22.631
63,22.692
64,22.783
65,22.868
66,22.975
67,23.059
68,23.132
69,23.232
70,23.390
71,23.588
72,23.805
73,24.114
74,24.303
75,24.499
76,24.726
77,25.266
78,25.744
79,26.245
80,26.689
81,27.989
82,28.931
83,29.298
84,52.756
85,58.897
86,67.319
87,211.957
88,228.430
89,248.260
90,455.520
91,840.987
92,871.830
93,881.142
94,909.931
95,916.298
96,931.307
97,937.592
98,944.342
99,1765.168
100,1825.562
