Percentage served,Time in ms
0,15.380
1,22.358
2,23.244
3,23.517
4,23.672
5,23.820
6,23.977
7,24.108
8,24.222
9,24.308
10,24.388
11,24.456
12,24.523
13,24.586
14,24.658
15,24.718
16,24.777
17,24.834
18,24.888
19,24.944
20,24.997
21,25.055
22,25.118
23,25.172
24,25.228
25,25.294
26,25.350
27,25.423
28,25.483
29,25.544
30,25.609
31,25.688
32,25.761
33,25.822
34,25.894
35,25.960
36,26.030
37,26.105
38,26.186
39,26.261
40,26.342
41,26.432
42,26.534
43,26.623
44,26.759
45,26.893
46,27.019
47,27.189
48,27.353
49,27.521
50,27.668
51,27.787
52,27.939
53,28.048
54,28.186
55,28.311
56,28.437
57,28.562
58,28.705
59,28.830
60,28.970
61,29.177
62,29.311
63,29.434
64,29.562
65,29.703
66,29.825
67,29.964
68,30.094
69,30.229
70,30.346
71,30.494
72,30.608
73,30.735
74,30.858
75,30.981
76,31.135
77,31.250
78,31.348
79,31.497
80,31.662
81,31.832
82,32.091
83,32.384
84,32.697
85,33.049
86,33.461
87,34.737
88,36.822
89,54.523
90,74.744
91,228.935
92,233.107
93,242.444
94,418.940
95,922.678
96,1791.099
97,6523.265
98,7097.346
99,7346.227
100,14495.648
