Percentage served,Time in ms
0,17.053
1,22.232
2,23.275
3,23.885
4,24.118
5,24.273
6,24.416
7,24.538
8,24.640
9,24.731
10,24.812
11,24.873
12,24.943
13,25.006
14,25.060
15,25.109
16,25.154
17,25.200
18,25.254
19,25.312
20,25.362
21,25.410
22,25.459
23,25.511
24,25.552
25,25.595
26,25.649
27,25.702
28,25.755
29,25.803
30,25.859
31,25.910
32,25.970
33,26.032
34,26.084
35,26.142
36,26.196
37,26.270
38,26.331
39,26.391
40,26.467
41,26.522
42,26.588
43,26.655
44,26.732
45,26.817
46,26.892
47,26.992
48,27.101
49,27.231
50,27.376
51,27.576
52,27.777
53,28.009
54,28.269
55,28.446
56,28.645
57,28.850
58,29.003
59,29.169
60,29.315
61,29.428
62,29.566
63,29.694
64,29.848
65,30.032
66,30.306
67,30.588
68,30.874
69,31.184
70,31.543
71,32.034
72,32.563
73,33.043
74,33.758
75,34.581
76,35.096
77,35.783
78,36.955
79,38.599
80,40.397
81,41.442
82,42.194
83,44.069
84,46.170
85,48.364
86,81.930
87,144.139
88,227.762
89,232.167
90,236.438
91,258.842
92,444.459
93,1022.223
94,1265.980
95,2111.844
96,2214.489
97,3701.948
98,3847.894
99,3886.976
100,7539.076
