Percentage served,Time in ms
0,2.327
1,2.361
2,2.371
3,2.378
4,2.383
5,2.388
6,2.392
7,2.396
8,2.400
9,2.403
10,2.406
11,2.409
12,2.411
13,2.414
14,2.416
15,2.419
16,2.421
17,2.423
18,2.425
19,2.428
20,2.430
21,2.433
22,2.435
23,2.437
24,2.439
25,2.441
26,2.444
27,2.446
28,2.448
29,2.450
30,2.453
31,2.455
32,2.457
33,2.460
34,2.462
35,2.464
36,2.466
37,2.468
38,2.470
39,2.473
40,2.475
41,2.477
42,2.479
43,2.481
44,2.483
45,2.485
46,2.488
47,2.490
48,2.492
49,2.494
50,2.496
51,2.498
52,2.501
53,2.503
54,2.505
55,2.508
56,2.510
57,2.512
58,2.514
59,2.516
60,2.519
61,2.521
62,2.523
63,2.525
64,2.528
65,2.530
66,2.533
67,2.536
68,2.539
69,2.542
70,2.545
71,2.548
72,2.550
73,2.553
74,2.556
75,2.559
76,2.561
77,2.565
78,2.568
79,2.572
80,2.575
81,2.579
82,2.583
83,2.588
84,2.593
85,2.598
86,2.603
87,2.609
88,2.615
89,2.621
90,2.631
91,2.641
92,2.652
93,2.669
94,2.688
95,2.714
96,2.772
97,2.877
98,3.061
99,3.435
100,22.427
