Percentage served,Time in ms
0,6.169
1,23.399
2,23.939
3,24.074
4,24.206
5,24.287
6,24.356
7,24.419
8,24.493
9,24.553
10,24.596
11,24.643
12,24.691
13,24.744
14,24.793
15,24.845
16,24.894
17,24.943
18,24.984
19,25.025
20,25.070
21,25.106
22,25.145
23,25.178
24,25.215
25,25.257
26,25.288
27,25.322
28,25.362
29,25.398
30,25.443
31,25.482
32,25.517
33,25.548
34,25.588
35,25.632
36,25.673
37,25.712
38,25.755
39,25.792
40,25.827
41,25.862
42,25.888
43,25.927
44,25.965
45,26.010
46,26.058
47,26.113
48,26.172
49,26.227
50,26.297
51,26.380
52,26.463
53,26.571
54,26.664
55,26.757
56,26.868
57,26.978
58,27.055
59,27.160
60,27.275
61,27.397
62,27.493
63,27.601
64,27.683
65,27.817
66,27.914
67,28.029
68,28.139
69,28.260
70,28.422
71,28.578
72,28.718
73,28.919
74,29.182
75,29.505
76,30.332
77,30.835
78,31.232
79,35.172
80,38.984
81,39.558
82,39.833
83,40.032
84,40.287
85,40.565
86,40.737
87,40.993
88,41.159
89,41.426
90,41.781
91,42.107
92,42.324
93,42.778
94,43.231
95,43.809
96,44.768
97,45.685
98,51.620
99,258.570
100,3694.329
