Percentage served,Time in ms
0,3.415
1,14.679
2,15.251
3,15.531
4,15.646
5,15.713
6,15.781
7,15.851
8,15.913
9,15.952
10,15.999
11,16.037
12,16.078
13,16.120
14,16.170
15,16.201
16,16.228
17,16.256
18,16.289
19,16.321
20,16.351
21,16.384
22,16.418
23,16.448
24,16.483
25,16.508
26,16.535
27,16.569
28,16.603
29,16.628
30,16.663
31,16.697
32,16.735
33,16.774
34,16.807
35,16.838
36,16.873
37,16.911
38,16.950
39,16.985
40,17.025
41,17.063
42,17.101
43,17.147
44,17.193
45,17.233
46,17.263
47,17.306
48,17.340
49,17.392
50,17.434
51,17.485
52,17.524
53,17.574
54,17.619
55,17.658
56,17.711
57,17.759
58,17.805
59,17.851
60,17.903
61,17.964
62,18.034
63,18.112
64,18.206
65,18.286
66,18.364
67,18.467
68,18.572
69,18.730
70,18.949
71,19.216
72,19.616
73,19.973
74,20.412
75,20.790
76,21.285
77,21.628
78,22.022
79,22.375
80,22.856
81,23.344
82,23.771
83,24.208
84,24.806
85,25.373
86,26.038
87,26.642
88,27.056
89,27.681
90,28.067
91,28.568
92,28.996
93,29.429
94,29.938
95,30.340
96,30.664
97,31.267
98,31.867
99,32.843
100,39.826
