Percentage served,Time in ms
0,12.769
1,14.096
2,14.268
3,14.391
4,14.506
5,14.626
6,14.717
7,14.797
8,14.874
9,14.956
10,15.018
11,15.081
12,15.133
13,15.177
14,15.215
15,15.249
16,15.286
17,15.323
18,15.367
19,15.410
20,15.447
21,15.492
22,15.535
23,15.579
24,15.624
25,15.665
26,15.704
27,15.748
28,15.796
29,15.836
30,15.895
31,15.942
32,15.983
33,16.020
34,16.060
35,16.103
36,16.148
37,16.204
38,16.255
39,16.296
40,16.339
41,16.385
42,16.432
43,16.485
44,16.545
45,16.595
46,16.657
47,16.732
48,16.817
49,16.909
50,17.008
51,17.107
52,17.221
53,17.356
54,17.499
55,17.644
56,17.759
57,17.846
58,17.934
59,18.007
60,18.073
61,18.145
62,18.218
63,18.276
64,18.339
65,18.405
66,18.472
67,18.528
68,18.583
69,18.640
70,18.690
71,18.757
72,18.829
73,18.903
74,18.984
75,19.066
76,19.146
77,19.250
78,19.343
79,19.443
80,19.547
81,19.657
82,19.766
83,19.909
84,20.068
85,20.320
86,21.708
87,27.326
88,29.521
89,30.908
90,39.226
91,225.935
92,1030.662
93,1232.617
94,1251.765
95,1271.365
96,1464.710
97,2523.412
98,3539.885
99,7033.123
100,13936.235
