Percentage served,Time in ms
0,12.332
1,19.781
2,20.634
3,21.010
4,21.300
5,21.470
6,21.577
7,21.679
8,21.748
9,21.817
10,21.876
11,21.923
12,21.968
13,22.009
14,22.045
15,22.085
16,22.111
17,22.144
18,22.177
19,22.209
20,22.244
21,22.269
22,22.295
23,22.319
24,22.349
25,22.376
26,22.398
27,22.422
28,22.447
29,22.472
30,22.503
31,22.533
32,22.557
33,22.587
34,22.613
35,22.636
36,22.660
37,22.689
38,22.723
39,22.761
40,22.789
41,22.813
42,22.840
43,22.863
44,22.889
45,22.914
46,22.943
47,22.965
48,23.000
49,23.039
50,23.073
51,23.105
52,23.143
53,23.178
54,23.211
55,23.250
56,23.287
57,23.331
58,23.363
59,23.393
60,23.436
61,23.472
62,23.513
63,23.557
64,23.597
65,23.655
66,23.742
67,23.820
68,23.893
69,23.964
70,24.042
71,24.131
72,24.242
73,24.376
74,24.501
75,24.651
76,24.778
77,24.915
78,25.046
79,25.223
80,25.395
81,25.614
82,25.830
83,26.160
84,26.580
85,26.981
86,27.326
87,27.718
88,28.670
89,30.752
90,33.498
91,61.594
92,207.762
93,229.722
94,259.403
95,896.550
96,1743.784
97,1808.677
98,1839.897
99,1865.412
100,3622.540
