Percentage served,Time in ms
0,8.582
1,29.406
2,29.491
3,29.544
4,29.579
5,29.615
6,29.651
7,29.688
8,29.722
9,29.776
10,29.811
11,29.841
12,29.870
13,29.901
14,29.928
15,29.959
16,29.975
17,29.992
18,30.007
19,30.020
20,30.034
21,30.046
22,30.063
23,30.079
24,30.097
25,30.113
26,30.131
27,30.152
28,30.171
29,30.189
30,30.216
31,30.248
32,30.280
33,30.318
34,30.358
35,30.391
36,30.465
37,30.547
38,30.708
39,30.785
40,30.888
41,31.003
42,31.175
43,31.331
44,31.453
45,31.621
46,31.736
47,31.867
48,31.942
49,32.009
50,32.081
51,32.155
52,32.239
53,32.395
54,32.555
55,32.671
56,32.848
57,33.043
58,33.189
59,33.270
60,33.354
61,33.463
62,33.579
63,33.765
64,33.973
65,34.079
66,34.192
67,34.391
68,34.712
69,35.006
70,35.251
71,35.445
72,35.601
73,35.730
74,35.866
75,36.022
76,36.177
77,36.259
78,36.374
79,36.509
80,36.620
81,36.803
82,36.962
83,37.225
84,37.465
85,37.824
86,38.598
87,39.576
88,40.517
89,41.012
90,41.675
91,42.385
92,43.580
93,53.679
94,237.734
95,460.410
96,1047.328
97,1770.157
98,1779.721
99,3484.537
100,3496.010
