Percentage served,Time in ms
0,17.942
1,27.053
2,29.022
3,29.506
4,29.561
5,29.611
6,29.657
7,29.705
8,29.743
9,29.776
10,29.798
11,29.822
12,29.845
13,29.870
14,29.893
15,29.914
16,29.934
17,29.956
18,29.974
19,29.995
20,30.011
21,30.029
22,30.044
23,30.060
24,30.079
25,30.092
26,30.109
27,30.123
28,30.137
29,30.151
30,30.167
31,30.182
32,30.201
33,30.222
34,30.237
35,30.256
36,30.272
37,30.289
38,30.308
39,30.332
40,30.356
41,30.379
42,30.400
43,30.425
44,30.453
45,30.480
46,30.529
47,30.585
48,30.641
49,30.688
50,30.758
51,30.832
52,30.900
53,30.979
54,31.111
55,31.231
56,31.620
57,31.857
58,31.932
59,31.991
60,32.042
61,32.109
62,32.173
63,32.266
64,32.364
65,32.419
66,32.471
67,32.529
68,32.644
69,32.908
70,33.504
71,33.847
72,34.216
73,34.401
74,34.604
75,35.185
76,36.830
77,39.235
78,69.729
79,80.885
80,95.478
81,236.383
82,241.846
83,276.980
84,478.452
85,511.688
86,946.534
87,5406.862
88,5419.701
89,7033.268
90,7043.298
91,7292.335
92,7300.136
93,7310.049
94,7546.029
95,7552.322
96,7561.192
97,14462.341
98,14476.021
99,14956.853
100,28784.110
