Percentage served,Time in ms
0,4.724
1,26.506
2,28.217
3,29.165
4,29.318
5,29.402
6,29.472
7,29.531
8,29.607
9,29.723
10,29.809
11,29.874
12,29.937
13,29.973
14,30.008
15,30.031
16,30.056
17,30.082
18,30.104
19,30.120
20,30.143
21,30.160
22,30.179
23,30.193
24,30.207
25,30.221
26,30.240
27,30.254
28,30.267
29,30.281
30,30.297
31,30.316
32,30.331
33,30.350
34,30.368
35,30.386
36,30.410
37,30.430
38,30.451
39,30.476
40,30.495
41,30.519
42,30.539
43,30.563
44,30.583
45,30.603
46,30.625
47,30.645
48,30.665
49,30.695
50,30.721
51,30.746
52,30.773
53,30.802
54,30.828
55,30.856
56,30.883
57,30.909
58,30.944
59,30.983
60,31.022
61,31.063
62,31.109
63,31.165
64,31.218
65,31.271
66,31.327
67,31.388
68,31.452
69,31.514
70,31.587
71,31.690
72,31.818
73,31.967
74,32.097
75,32.154
76,32.224
77,32.308
78,32.394
79,32.463
80,32.528
81,32.592
82,32.670
83,32.781
84,32.902
85,33.026
86,33.120
87,33.267
88,33.413
89,33.583
90,33.782
91,33.941
92,34.156
93,34.328
94,34.821
95,35.316
96,35.515
97,37.835
98,49.682
99,937.758
100,1813.125
