Percentage served,Time in ms
0,12.011
1,29.158
2,31.456
3,31.786
4,31.877
5,31.931
6,31.986
7,32.027
8,32.080
9,32.135
10,32.187
11,32.225
12,32.259
13,32.298
14,32.333
15,32.369
16,32.407
17,32.444
18,32.475
19,32.508
20,32.535
21,32.564
22,32.589
23,32.609
24,32.636
25,32.654
26,32.673
27,32.690
28,32.714
29,32.737
30,32.756
31,32.775
32,32.792
33,32.810
34,32.829
35,32.847
36,32.864
37,32.879
38,32.894
39,32.908
40,32.924
41,32.935
42,32.950
43,32.965
44,32.983
45,33.001
46,33.024
47,33.041
48,33.064
49,33.086
50,33.110
51,33.137
52,33.174
53,33.248
54,33.334
55,33.412
56,33.529
57,33.653
58,33.890
59,34.228
60,34.375
61,34.515
62,34.611
63,34.715
64,34.863
65,35.057
66,35.171
67,35.351
68,35.437
69,35.508
70,35.563
71,35.669
72,35.770
73,35.914
74,36.229
75,36.428
76,37.165
77,37.721
78,38.235
79,38.875
80,39.588
81,40.976
82,41.778
83,42.694
84,44.662
85,76.807
86,88.356
87,99.819
88,240.176
89,295.918
90,929.714
91,1760.240
92,1772.297
93,1826.710
94,1836.846
95,1847.988
96,1912.837
97,1926.424
98,1936.408
99,3612.034
100,3623.024
