Percentage served,Time in ms
0,0.561
1,0.581
2,0.586
3,0.591
4,0.594
5,0.596
6,0.599
7,0.601
8,0.602
9,0.603
10,0.605
11,0.606
12,0.607
13,0.609
14,0.610
15,0.611
16,0.612
17,0.614
18,0.615
19,0.616
20,0.617
21,0.618
22,0.619
23,0.620
24,0.621
25,0.622
26,0.623
27,0.624
28,0.625
29,0.626
30,0.627
31,0.628
32,0.629
33,0.631
34,0.632
35,0.633
36,0.634
37,0.636
38,0.637
39,0.638
40,0.639
41,0.640
42,0.641
43,0.642
44,0.643
45,0.644
46,0.645
47,0.646
48,0.648
49,0.649
50,0.650
51,0.651
52,0.652
53,0.653
54,0.655
55,0.656
56,0.657
57,0.659
58,0.661
59,0.662
60,0.664
61,0.665
62,0.667
63,0.669
64,0.670
65,0.672
66,0.674
67,0.676
68,0.677
69,0.679
70,0.681
71,0.683
72,0.686
73,0.688
74,0.690
75,0.692
76,0.695
77,0.698
78,0.701
79,0.703
80,0.707
81,0.709
82,0.713
83,0.717
84,0.721
85,0.725
86,0.730
87,0.734
88,0.738
89,0.744
90,0.750
91,0.756
92,0.764
93,0.772
94,0.781
95,0.793
96,0.813
97,0.847
98,1.005
99,1.538
100,16.927
