Percentage served,Time in ms
0,2.923
1,19.046
2,21.163
3,22.955
4,23.298
5,23.386
6,23.427
7,23.462
8,23.487
9,23.506
10,23.523
11,23.535
12,23.547
13,23.561
14,23.573
15,23.585
16,23.595
17,23.607
18,23.617
19,23.624
20,23.633
21,23.643
22,23.652
23,23.660
24,23.666
25,23.673
26,23.679
27,23.685
28,23.691
29,23.698
30,23.705
31,23.713
32,23.719
33,23.724
34,23.731
35,23.736
36,23.743
37,23.749
38,23.757
39,23.762
40,23.769
41,23.775
42,23.780
43,23.787
44,23.793
45,23.801
46,23.806
47,23.813
48,23.818
49,23.823
50,23.829
51,23.834
52,23.840
53,23.845
54,23.852
55,23.858
56,23.865
57,23.872
58,23.878
59,23.886
60,23.894
61,23.902
62,23.910
63,23.921
64,23.928
65,23.937
66,23.945
67,23.953
68,23.962
69,23.972
70,23.982
71,23.994
72,24.003
73,24.017
74,24.031
75,24.042
76,24.052
77,24.069
78,24.085
79,24.107
80,24.122
81,24.148
82,24.195
83,24.274
84,24.327
85,24.428
86,24.515
87,24.596
88,24.693
89,24.789
90,24.935
91,25.088
92,25.480
93,25.744
94,26.162
95,26.395
96,27.286
97,27.477
98,27.604
99,27.792
100,30.113
