Percentage served,Time in ms
0,17.630
1,28.410
2,30.676
3,31.262
4,31.304
5,31.331
6,31.356
7,31.385
8,31.414
9,31.439
10,31.468
11,31.490
12,31.505
13,31.520
14,31.532
15,31.544
16,31.556
17,31.570
18,31.580
19,31.591
20,31.602
21,31.613
22,31.623
23,31.636
24,31.646
25,31.659
26,31.676
27,31.695
28,31.710
29,31.727
30,31.742
31,31.757
32,31.771
33,31.780
34,31.793
35,31.809
36,31.821
37,31.835
38,31.850
39,31.867
40,31.878
41,31.895
42,31.908
43,31.927
44,31.950
45,31.978
46,32.019
47,32.065
48,32.119
49,32.189
50,32.261
51,32.343
52,32.452
53,32.535
54,32.654
55,32.826
56,33.143
57,33.272
58,33.357
59,33.454
60,33.589
61,33.801
62,33.884
63,33.957
64,34.047
65,34.152
66,34.326
67,34.583
68,35.102
69,35.321
70,35.422
71,35.487
72,35.557
73,35.632
74,35.774
75,37.203
76,37.859
77,38.582
78,68.452
79,80.107
80,95.651
81,233.883
82,256.777
83,285.831
84,479.442
85,513.262
86,951.169
87,3773.049
88,3779.798
89,3787.419
90,7076.292
91,7087.747
92,7102.358
93,7331.731
94,7340.826
95,13975.666
96,13986.815
97,14493.169
98,14504.180
99,14515.575
100,28823.829
