Percentage served,Time in ms
0,13.736
1,29.492
2,31.113
3,31.714
4,31.912
5,32.310
6,32.567
7,32.771
8,32.901
9,33.034
10,33.163
11,33.325
12,33.433
13,33.529
14,33.631
15,33.716
16,33.792
17,33.876
18,33.965
19,34.062
20,34.129
21,34.181
22,34.253
23,34.322
24,34.384
25,34.436
26,34.476
27,34.528
28,34.592
29,34.635
30,34.683
31,34.729
32,34.786
33,34.849
34,34.904
35,34.942
36,34.987
37,35.033
38,35.092
39,35.155
40,35.229
41,35.275
42,35.327
43,35.385
44,35.428
45,35.478
46,35.527
47,35.604
48,35.679
49,35.739
50,35.801
51,35.851
52,35.927
53,35.995
54,36.047
55,36.115
56,36.205
57,36.294
58,36.374
59,36.458
60,36.542
61,36.646
62,36.729
63,36.814
64,36.920
65,37.013
66,37.105
67,37.231
68,37.363
69,37.547
70,37.641
71,37.800
72,38.026
73,38.255
74,38.547
75,38.915
76,39.378
77,39.972
78,40.768
79,41.395
80,42.390
81,43.155
82,44.728
83,49.655
84,83.495
85,110.124
86,212.192
87,237.338
88,238.811
89,240.178
90,242.288
91,246.511
92,290.059
93,521.022
94,1045.200
95,1273.130
96,3634.822
97,3754.473
98,3766.409
99,7274.522
100,7530.251
