Percentage served,Time in ms
0,18.120
1,21.086
2,21.514
3,21.967
4,22.760
5,23.514
6,24.173
7,28.417
8,32.041
9,32.864
10,33.314
11,33.606
12,33.956
13,34.214
14,34.399
15,34.563
16,34.651
17,34.813
18,34.974
19,35.183
20,35.374
21,35.490
22,35.581
23,35.723
24,35.805
25,35.906
26,36.006
27,36.119
28,36.233
29,36.375
30,36.459
31,36.632
32,36.778
33,36.891
34,37.019
35,37.159
36,37.287
37,37.376
38,37.497
39,37.611
40,37.689
41,37.825
42,37.974
43,38.076
44,38.193
45,38.327
46,38.398
47,38.509
48,38.601
49,38.697
50,38.815
51,38.920
52,39.002
53,39.138
54,39.237
55,39.338
56,39.437
57,39.530
58,39.663
59,39.744
60,39.905
61,40.059
62,40.218
63,40.376
64,40.499
65,40.627
66,40.754
67,40.934
68,41.143
69,41.373
70,41.598
71,42.009
72,42.430
73,42.827
74,43.551
75,44.340
76,45.061
77,46.384
78,49.094
79,53.483
80,70.870
81,207.617
82,234.858
83,238.079
84,239.608
85,241.367
86,243.230
87,245.088
88,248.359
89,251.970
90,278.477
91,453.288
92,916.020
93,1065.706
94,3340.391
95,3505.362
96,3562.752
97,3622.056
98,3632.141
99,3716.925
100,7265.457
