Percentage served,Time in ms
0,11.381
1,18.259
2,20.360
3,20.626
4,20.837
5,20.946
6,21.012
7,21.064
8,21.125
9,21.191
10,21.240
11,21.284
12,21.317
13,21.356
14,21.384
15,21.418
16,21.449
17,21.476
18,21.516
19,21.549
20,21.584
21,21.612
22,21.633
23,21.663
24,21.687
25,21.710
26,21.736
27,21.760
28,21.784
29,21.805
30,21.825
31,21.848
32,21.871
33,21.902
34,21.925
35,21.947
36,21.967
37,21.986
38,22.006
39,22.026
40,22.046
41,22.069
42,22.090
43,22.114
44,22.137
45,22.158
46,22.181
47,22.210
48,22.235
49,22.256
50,22.280
51,22.297
52,22.317
53,22.334
54,22.355
55,22.375
56,22.401
57,22.423
58,22.444
59,22.467
60,22.492
61,22.519
62,22.544
63,22.572
64,22.596
65,22.618
66,22.650
67,22.677
68,22.706
69,22.740
70,22.772
71,22.808
72,22.836
73,22.865
74,22.901
75,22.942
76,22.989
77,23.034
78,23.076
79,23.123
80,23.178
81,23.245
82,23.319
83,23.400
84,23.501
85,23.601
86,23.725
87,23.891
88,24.220
89,26.220
90,27.143
91,27.874
92,29.574
93,56.321
94,225.870
95,241.300
96,913.553
97,1669.403
98,1767.707
99,1794.079
100,3484.384
