Percentage served,Time in ms
0,16.219
1,28.658
2,29.208
3,29.637
4,29.829
5,29.944
6,30.046
7,30.123
8,30.187
9,30.246
10,30.302
11,30.357
12,30.407
13,30.450
14,30.504
15,30.547
16,30.589
17,30.634
18,30.673
19,30.716
20,30.755
21,30.791
22,30.829
23,30.861
24,30.894
25,30.935
26,30.966
27,30.997
28,31.026
29,31.057
30,31.090
31,31.119
32,31.154
33,31.192
34,31.228
35,31.263
36,31.293
37,31.330
38,31.363
39,31.398
40,31.430
41,31.462
42,31.490
43,31.525
44,31.575
45,31.630
46,31.679
47,31.734
48,31.790
49,31.850
50,31.901
51,31.964
52,32.022
53,32.070
54,32.119
55,32.180
56,32.245
57,32.316
58,32.397
59,32.476
60,32.557
61,32.639
62,32.732
63,32.851
64,32.945
65,33.045
66,33.201
67,33.416
68,33.549
69,33.658
70,33.805
71,33.938
72,34.099
73,34.271
74,34.472
75,34.771
76,35.055
77,35.267
78,35.630
79,35.844
80,35.952
81,36.054
82,36.446
83,36.755
84,37.639
85,37.907
86,38.416
87,38.894
88,43.334
89,53.696
90,70.505
91,240.400
92,453.832
93,904.129
94,1231.897
95,1796.857
96,2700.764
97,5208.516
98,7034.537
99,13938.953
100,27746.426
