Percentage served,Time in ms
0,8.947
1,29.268
2,29.907
3,30.106
4,30.320
5,30.452
6,30.541
7,30.631
8,30.707
9,30.763
10,30.804
11,30.839
12,30.881
13,30.915
14,30.949
15,30.984
16,31.011
17,31.037
18,31.064
19,31.092
20,31.122
21,31.149
22,31.178
23,31.209
24,31.238
25,31.278
26,31.326
27,31.391
28,31.469
29,31.590
30,31.754
31,32.046
32,32.426
33,32.688
34,32.941
35,33.144
36,33.283
37,33.404
38,33.516
39,33.638
40,33.741
41,33.856
42,33.970
43,34.087
44,34.205
45,34.295
46,34.381
47,34.526
48,34.611
49,34.718
50,34.812
51,34.891
52,34.984
53,35.072
54,35.158
55,35.266
56,35.347
57,35.446
58,35.560
59,35.669
60,35.795
61,35.922
62,36.016
63,36.134
64,36.231
65,36.348
66,36.474
67,36.607
68,36.745
69,36.854
70,36.982
71,37.098
72,37.193
73,37.305
74,37.372
75,37.461
76,37.601
77,37.742
78,37.907
79,38.067
80,38.241
81,38.457
82,38.629
83,38.808
84,39.067
85,39.427
86,39.905
87,40.320
88,41.110
89,41.801
90,42.815
91,44.508
92,47.462
93,74.995
94,236.096
95,247.155
96,498.965
97,1064.517
98,4170.151
99,7544.516
100,7563.398
