Percentage served,Time in ms
0,20.120
1,27.032
2,28.319
3,28.856
4,28.917
5,28.950
6,28.984
7,29.011
8,29.042
9,29.066
10,29.088
11,29.108
12,29.129
13,29.148
14,29.169
15,29.187
16,29.204
17,29.222
18,29.238
19,29.253
20,29.269
21,29.285
22,29.303
23,29.324
24,29.344
25,29.365
26,29.386
27,29.405
28,29.428
29,29.453
30,29.474
31,29.499
32,29.526
33,29.560
34,29.592
35,29.628
36,29.657
37,29.689
38,29.720
39,29.752
40,29.780
41,29.806
42,29.837
43,29.862
44,29.893
45,29.928
46,29.968
47,30.014
48,30.054
49,30.104
50,30.180
51,30.256
52,30.358
53,30.453
54,30.502
55,30.545
56,30.584
57,30.612
58,30.654
59,30.700
60,30.757
61,30.806
62,30.869
63,30.923
64,30.971
65,31.017
66,31.072
67,31.157
68,31.240
69,31.353
70,31.511
71,31.671
72,31.752
73,31.823
74,31.906
75,31.976
76,32.044
77,32.106
78,32.164
79,32.246
80,32.423
81,32.561
82,32.685
83,32.891
84,33.185
85,33.467
86,34.034
87,34.446
88,35.512
89,46.576
90,48.526
91,236.093
92,469.940
93,1279.153
94,1861.268
95,5621.577
96,6784.552
97,7030.896
98,8042.154
99,8064.247
100,14959.060
