Percentage served,Time in ms
0,13.717
1,21.628
2,22.139
3,22.421
4,22.572
5,22.693
6,22.790
7,22.882
8,22.967
9,23.059
10,23.126
11,23.204
12,23.272
13,23.336
14,23.405
15,23.457
16,23.540
17,23.595
18,23.666
19,23.731
20,23.794
21,23.872
22,23.930
23,23.986
24,24.049
25,24.099
26,24.149
27,24.199
28,24.238
29,24.276
30,24.310
31,24.348
32,24.387
33,24.427
34,24.461
35,24.495
36,24.532
37,24.567
38,24.596
39,24.634
40,24.662
41,24.697
42,24.730
43,24.769
44,24.806
45,24.847
46,24.884
47,24.920
48,24.954
49,24.988
50,25.023
51,25.062
52,25.104
53,25.145
54,25.188
55,25.230
56,25.271
57,25.313
58,25.364
59,25.422
60,25.486
61,25.542
62,25.614
63,25.692
64,25.777
65,25.847
66,25.924
67,25.986
68,26.044
69,26.102
70,26.166
71,26.232
72,26.303
73,26.367
74,26.440
75,26.524
76,26.607
77,26.716
78,26.825
79,26.928
80,27.026
81,27.113
82,27.234
83,27.362
84,27.539
85,27.806
86,28.169
87,28.637
88,29.045
89,29.626
90,30.360
91,31.116
92,32.177
93,41.053
94,65.722
95,229.225
96,255.417
97,1030.859
98,1823.679
99,3418.024
100,3491.210
