Percentage served,Time in ms
0,14.992
1,21.222
2,21.712
3,22.263
4,22.748
5,23.092
6,23.335
7,23.615
8,23.872
9,24.238
10,24.604
11,24.890
12,25.128
13,25.348
14,25.658
15,25.887
16,26.189
17,26.525
18,26.855
19,27.188
20,27.620
21,28.151
22,29.001
23,29.589
24,29.892
25,30.157
26,30.353
27,30.536
28,30.656
29,30.811
30,30.973
31,31.104
32,31.266
33,31.449
34,31.622
35,31.775
36,31.942
37,32.050
38,32.194
39,32.319
40,32.423
41,32.586
42,32.700
43,32.840
44,32.945
45,33.067
46,33.157
47,33.252
48,33.358
49,33.470
50,33.554
51,33.651
52,33.771
53,33.893
54,33.996
55,34.103
56,34.228
57,34.379
58,34.562
59,34.767
60,34.937
61,35.085
62,35.310
63,35.559
64,35.760
65,35.923
66,36.112
67,36.333
68,36.478
69,36.700
70,36.930
71,37.141
72,37.441
73,37.713
74,37.932
75,38.172
76,38.613
77,38.922
78,39.175
79,39.582
80,40.652
81,41.614
82,42.171
83,42.659
84,43.168
85,44.194
86,46.789
87,49.282
88,101.323
89,209.280
90,234.829
91,239.976
92,247.885
93,449.890
94,1029.989
95,1907.450
96,3625.316
97,3692.802
98,3838.542
99,3853.224
100,3911.502
