Percentage served,Time in ms
0,4.803
1,14.366
2,14.754
3,14.993
4,15.150
5,15.251
6,15.351
7,15.412
8,15.471
9,15.550
10,15.612
11,15.670
12,15.735
13,15.795
14,15.861
15,15.911
16,15.972
17,16.027
18,16.084
19,16.143
20,16.206
21,16.271
22,16.319
23,16.385
24,16.455
25,16.529
26,16.603
27,16.683
28,16.780
29,16.858
30,16.937
31,17.001
32,17.071
33,17.134
34,17.176
35,17.213
36,17.250
37,17.287
38,17.321
39,17.351
40,17.391
41,17.426
42,17.459
43,17.487
44,17.518
45,17.547
46,17.581
47,17.606
48,17.642
49,17.675
50,17.705
51,17.733
52,17.766
53,17.804
54,17.836
55,17.873
56,17.911
57,17.945
58,17.980
59,18.019
60,18.058
61,18.098
62,18.149
63,18.193
64,18.249
65,18.302
66,18.348
67,18.395
68,18.456
69,18.523
70,18.579
71,18.647
72,18.722
73,18.808
74,18.902
75,19.015
76,19.137
77,19.221
78,19.323
79,19.402
80,19.478
81,19.560
82,19.651
83,19.726
84,19.803
85,19.895
86,20.012
87,20.155
88,20.338
89,20.535
90,20.701
91,20.893
92,21.028
93,21.216
94,21.479
95,22.161
96,24.477
97,25.933
98,26.871
99,28.149
100,33.956
