Percentage served,Time in ms
0,2.309
1,2.361
2,2.373
3,2.381
4,2.387
5,2.392
6,2.396
7,2.400
8,2.403
9,2.405
10,2.408
11,2.411
12,2.413
13,2.416
14,2.419
15,2.421
16,2.423
17,2.426
18,2.428
19,2.430
20,2.433
21,2.434
22,2.437
23,2.439
24,2.441
25,2.443
26,2.445
27,2.447
28,2.449
29,2.451
30,2.453
31,2.455
32,2.457
33,2.458
34,2.460
35,2.462
36,2.464
37,2.465
38,2.467
39,2.469
40,2.471
41,2.473
42,2.475
43,2.476
44,2.478
45,2.480
46,2.482
47,2.484
48,2.486
49,2.488
50,2.490
51,2.492
52,2.494
53,2.496
54,2.498
55,2.501
56,2.503
57,2.505
58,2.508
59,2.511
60,2.513
61,2.515
62,2.518
63,2.520
64,2.523
65,2.525
66,2.528
67,2.530
68,2.533
69,2.535
70,2.538
71,2.541
72,2.544
73,2.548
74,2.550
75,2.553
76,2.556
77,2.560
78,2.564
79,2.568
80,2.572
81,2.578
82,2.582
83,2.588
84,2.594
85,2.600
86,2.607
87,2.614
88,2.621
89,2.632
90,2.643
91,2.659
92,2.683
93,2.734
94,2.912
95,3.128
96,3.393
97,3.693
98,3.972
99,4.264
100,13.080
