Percentage served,Time in ms
0,13.281
1,27.732
2,28.986
3,29.409
4,29.507
5,29.586
6,29.629
7,29.664
8,29.698
9,29.724
10,29.742
11,29.765
12,29.780
13,29.799
14,29.810
15,29.825
16,29.843
17,29.860
18,29.876
19,29.891
20,29.906
21,29.919
22,29.932
23,29.944
24,29.960
25,29.976
26,29.987
27,29.999
28,30.009
29,30.023
30,30.033
31,30.045
32,30.055
33,30.065
34,30.074
35,30.084
36,30.093
37,30.104
38,30.119
39,30.133
40,30.145
41,30.159
42,30.173
43,30.188
44,30.201
45,30.216
46,30.229
47,30.249
48,30.268
49,30.287
50,30.300
51,30.314
52,30.333
53,30.357
54,30.376
55,30.398
56,30.426
57,30.457
58,30.499
59,30.532
60,30.590
61,30.647
62,30.695
63,30.745
64,30.797
65,30.847
66,30.901
67,30.991
68,31.190
69,31.295
70,31.426
71,31.547
72,31.770
73,32.072
74,32.204
75,32.542
76,32.873
77,33.157
78,33.232
79,33.308
80,33.480
81,33.844
82,34.058
83,35.362
84,36.847
85,53.755
86,64.240
87,75.133
88,237.948
89,270.246
90,486.573
91,967.706
92,1757.772
93,1767.543
94,1808.447
95,1817.648
96,1825.667
97,1845.133
98,1854.616
99,3475.634
100,3489.167
