Percentage served,Time in ms
0,0.983
1,1.041
2,1.055
3,1.065
4,1.074
5,1.082
6,1.088
7,1.095
8,1.100
9,1.104
10,1.108
11,1.113
12,1.117
13,1.121
14,1.125
15,1.128
16,1.131
17,1.134
18,1.137
19,1.140
20,1.143
21,1.145
22,1.147
23,1.150
24,1.153
25,1.155
26,1.157
27,1.159
28,1.162
29,1.163
30,1.166
31,1.168
32,1.170
33,1.172
34,1.174
35,1.177
36,1.179
37,1.181
38,1.183
39,1.185
40,1.187
41,1.189
42,1.191
43,1.193
44,1.195
45,1.197
46,1.199
47,1.201
48,1.203
49,1.205
50,1.207
51,1.208
52,1.210
53,1.213
54,1.215
55,1.217
56,1.219
57,1.221
58,1.224
59,1.226
60,1.228
61,1.231
62,1.233
63,1.236
64,1.239
65,1.242
66,1.245
67,1.247
68,1.250
69,1.254
70,1.257
71,1.261
72,1.266
73,1.270
74,1.274
75,1.279
76,1.284
77,1.289
78,1.295
79,1.301
80,1.309
81,1.315
82,1.322
83,1.332
84,1.344
85,1.359
86,1.375
87,1.393
88,1.422
89,1.458
90,1.504
91,1.562
92,1.625
93,1.717
94,1.812
95,1.941
96,2.098
97,2.286
98,2.534
99,3.070
100,207.001
