Percentage served,Time in ms
0,7.809
1,27.485
2,28.008
3,28.314
4,28.606
5,28.731
6,28.837
7,28.915
8,28.987
9,29.059
10,29.139
11,29.213
12,29.279
13,29.342
14,29.402
15,29.453
16,29.503
17,29.560
18,29.606
19,29.650
20,29.699
21,29.747
22,29.798
23,29.837
24,29.884
25,29.927
26,29.982
27,30.028
28,30.068
29,30.113
30,30.166
31,30.214
32,30.266
33,30.312
34,30.354
35,30.405
36,30.458
37,30.521
38,30.586
39,30.665
40,30.744
41,30.832
42,30.917
43,30.989
44,31.059
45,31.132
46,31.198
47,31.286
48,31.373
49,31.468
50,31.563
51,31.662
52,31.770
53,31.888
54,32.022
55,32.140
56,32.274
57,32.426
58,32.572
59,32.714
60,32.878
61,33.070
62,33.238
63,33.435
64,33.583
65,33.748
66,33.925
67,34.139
68,34.311
69,34.491
70,34.668
71,34.862
72,35.043
73,35.256
74,35.487
75,35.680
76,35.855
77,36.028
78,36.271
79,36.502
80,36.788
81,37.026
82,37.258
83,37.557
84,37.912
85,38.271
86,38.649
87,38.901
88,39.163
89,39.469
90,39.783
91,40.052
92,40.397
93,40.900
94,41.571
95,42.956
96,66.612
97,239.786
98,473.395
99,1262.021
100,3479.261
