Percentage served,Time in ms
0,3.918
1,19.747
2,21.149
3,21.282
4,21.344
5,21.410
6,21.462
7,21.505
8,21.543
9,21.575
10,21.608
11,21.643
12,21.674
13,21.708
14,21.733
15,21.759
16,21.780
17,21.805
18,21.828
19,21.850
20,21.869
21,21.892
22,21.914
23,21.934
24,21.953
25,21.976
26,21.993
27,22.011
28,22.027
29,22.044
30,22.059
31,22.076
32,22.092
33,22.108
34,22.123
35,22.138
36,22.153
37,22.166
38,22.181
39,22.194
40,22.209
41,22.221
42,22.231
43,22.244
44,22.256
45,22.268
46,22.279
47,22.291
48,22.301
49,22.311
50,22.320
51,22.330
52,22.341
53,22.352
54,22.362
55,22.373
56,22.385
57,22.395
58,22.409
59,22.419
60,22.431
61,22.445
62,22.459
63,22.472
64,22.485
65,22.498
66,22.511
67,22.525
68,22.539
69,22.555
70,22.571
71,22.589
72,22.607
73,22.625
74,22.651
75,22.677
76,22.709
77,22.751
78,22.797
79,22.855
80,22.906
81,22.980
82,23.063
83,23.157
84,23.277
85,23.401
86,23.511
87,23.622
88,23.727
89,23.823
90,23.960
91,24.115
92,24.305
93,24.547
94,25.383
95,25.976
96,26.566
97,26.854
98,27.169
99,27.633
100,28.743
