Percentage served,Time in ms
0,18.545
1,35.343
2,35.970
3,38.148
4,40.027
5,40.207
6,40.396
7,40.629
8,40.793
9,40.944
10,41.005
11,41.085
12,41.138
13,41.247
14,42.382
15,42.851
16,43.700
17,44.011
18,44.190
19,44.392
20,44.486
21,44.675
22,44.884
23,45.105
24,45.507
25,46.071
26,46.494
27,46.895
28,47.809
29,47.946
30,48.134
31,48.437
32,48.556
33,48.699
34,48.790
35,48.858
36,48.898
37,48.947
38,48.998
39,49.107
40,49.207
41,49.337
42,49.418
43,49.504
44,49.584
45,49.746
46,49.836
47,50.019
48,50.266
49,50.622
50,50.765
51,51.568
52,51.715
53,51.989
54,52.612
55,53.084
56,53.268
57,53.502
58,53.990
59,54.377
60,54.521
61,54.917
62,55.469
63,56.353
64,57.320
65,57.815
66,58.623
67,59.122
68,59.721
69,60.352
70,60.719
71,61.516
72,62.383
73,64.008
74,65.280
75,77.420
76,78.734
77,91.079
78,235.055
79,242.979
80,252.317
81,258.552
82,262.555
83,267.768
84,275.234
85,279.878
86,280.506
87,282.805
88,292.153
89,472.507
90,487.096
91,507.486
92,908.696
93,913.196
94,923.065
95,936.480
96,941.716
97,947.589
98,960.201
99,1828.135
100,1830.908
