Percentage served,Time in ms
0,6.614
1,20.173
2,20.803
3,21.028
4,21.212
5,21.306
6,21.394
7,21.477
8,21.531
9,21.592
10,21.631
11,21.675
12,21.717
13,21.754
14,21.791
15,21.830
16,21.876
17,21.918
18,21.946
19,21.972
20,22.004
21,22.039
22,22.068
23,22.089
24,22.123
25,22.155
26,22.180
27,22.206
28,22.231
29,22.254
30,22.279
31,22.301
32,22.325
33,22.350
34,22.374
35,22.399
36,22.419
37,22.441
38,22.462
39,22.485
40,22.503
41,22.523
42,22.545
43,22.572
44,22.598
45,22.627
46,22.654
47,22.676
48,22.705
49,22.726
50,22.748
51,22.781
52,22.807
53,22.835
54,22.865
55,22.892
56,22.922
57,22.954
58,22.991
59,23.022
60,23.056
61,23.082
62,23.124
63,23.156
64,23.197
65,23.246
66,23.300
67,23.361
68,23.423
69,23.488
70,23.547
71,23.653
72,23.767
73,23.907
74,24.107
75,24.455
76,24.834
77,25.843
78,28.999
79,33.845
80,34.355
81,34.868
82,35.198
83,35.325
84,35.444
85,35.613
86,35.774
87,35.959
88,36.235
89,36.473
90,36.856
91,37.140
92,37.432
93,37.791
94,38.755
95,40.238
96,41.082
97,51.909
98,230.320
99,1838.039
100,1844.686
