Percentage served,Time in ms
0,0.898
1,0.931
2,0.939
3,0.945
4,0.950
5,0.954
6,0.958
7,0.960
8,0.963
9,0.966
10,0.968
11,0.970
12,0.973
13,0.974
14,0.977
15,0.978
16,0.980
17,0.982
18,0.984
19,0.986
20,0.988
21,0.990
22,0.992
23,0.994
24,0.995
25,0.997
26,0.999
27,1.001
28,1.003
29,1.004
30,1.006
31,1.008
32,1.010
33,1.012
34,1.014
35,1.016
36,1.017
37,1.020
38,1.021
39,1.023
40,1.025
41,1.028
42,1.030
43,1.032
44,1.034
45,1.036
46,1.038
47,1.040
48,1.043
49,1.045
50,1.048
51,1.051
52,1.053
53,1.055
54,1.058
55,1.060
56,1.063
57,1.065
58,1.067
59,1.070
60,1.072
61,1.075
62,1.077
63,1.080
64,1.083
65,1.086
66,1.089
67,1.092
68,1.095
69,1.098
70,1.101
71,1.104
72,1.107
73,1.110
74,1.114
75,1.117
76,1.120
77,1.124
78,1.126
79,1.130
80,1.135
81,1.139
82,1.143
83,1.148
84,1.154
85,1.159
86,1.164
87,1.170
88,1.178
89,1.186
90,1.194
91,1.205
92,1.217
93,1.234
94,1.255
95,1.292
96,1.343
97,1.425
98,1.566
99,1.839
100,7.488
