Percentage served,Time in ms
0,9.944
1,19.383
2,21.262
3,21.518
4,21.654
5,21.760
6,21.850
7,21.898
8,21.958
9,22.004
10,22.056
11,22.111
12,22.143
13,22.186
14,22.222
15,22.249
16,22.283
17,22.313
18,22.348
19,22.386
20,22.418
21,22.451
22,22.479
23,22.502
24,22.533
25,22.563
26,22.590
27,22.618
28,22.648
29,22.678
30,22.703
31,22.735
32,22.762
33,22.791
34,22.814
35,22.838
36,22.867
37,22.895
38,22.926
39,22.950
40,22.973
41,23.001
42,23.023
43,23.048
44,23.072
45,23.096
46,23.119
47,23.140
48,23.165
49,23.190
50,23.212
51,23.234
52,23.260
53,23.289
54,23.323
55,23.357
56,23.389
57,23.432
58,23.463
59,23.498
60,23.533
61,23.573
62,23.619
63,23.655
64,23.695
65,23.740
66,23.787
67,23.832
68,23.908
69,23.990
70,24.083
71,24.150
72,24.242
73,24.344
74,24.496
75,24.673
76,24.857
77,25.231
78,25.886
79,26.277
80,26.550
81,26.845
82,27.226
83,28.402
84,32.246
85,33.630
86,33.951
87,34.174
88,34.442
89,34.729
90,35.115
91,35.446
92,35.772
93,41.102
94,46.137
95,63.981
96,230.948
97,1741.368
98,1806.805
99,1815.497
100,3553.611
