Percentage served,Time in ms
0,3.482
1,12.666
2,13.874
3,14.227
4,14.655
5,15.041
6,15.220
7,15.297
8,15.359
9,15.397
10,15.420
11,15.453
12,15.482
13,15.508
14,15.526
15,15.545
16,15.560
17,15.575
18,15.588
19,15.604
20,15.621
21,15.634
22,15.649
23,15.666
24,15.679
25,15.692
26,15.703
27,15.716
28,15.730
29,15.741
30,15.757
31,15.772
32,15.787
33,15.800
34,15.810
35,15.822
36,15.833
37,15.845
38,15.857
39,15.871
40,15.880
41,15.893
42,15.907
43,15.917
44,15.927
45,15.939
46,15.951
47,15.962
48,15.973
49,15.983
50,15.994
51,16.006
52,16.018
53,16.030
54,16.041
55,16.054
56,16.063
57,16.077
58,16.090
59,16.103
60,16.118
61,16.130
62,16.146
63,16.157
64,16.170
65,16.183
66,16.198
67,16.212
68,16.227
69,16.238
70,16.254
71,16.272
72,16.287
73,16.304
74,16.323
75,16.340
76,16.357
77,16.376
78,16.397
79,16.410
80,16.431
81,16.448
82,16.468
83,16.485
84,16.509
85,16.535
86,16.560
87,16.584
88,16.606
89,16.638
90,16.677
91,16.715
92,16.762
93,16.830
94,16.892
95,16.989
96,17.084
97,17.326
98,17.612
99,18.029
100,22.509
