Percentage served,Time in ms
0,5.218
1,17.382
2,18.636
3,19.074
4,19.492
5,19.874
6,20.245
7,20.490
8,20.684
9,20.772
10,20.851
11,20.913
12,20.963
13,21.007
14,21.048
15,21.073
16,21.106
17,21.139
18,21.168
19,21.193
20,21.216
21,21.239
22,21.258
23,21.285
24,21.312
25,21.335
26,21.354
27,21.374
28,21.394
29,21.411
30,21.429
31,21.445
32,21.461
33,21.477
34,21.488
35,21.503
36,21.521
37,21.542
38,21.557
39,21.572
40,21.590
41,21.603
42,21.615
43,21.629
44,21.645
45,21.665
46,21.682
47,21.697
48,21.715
49,21.739
50,21.760
51,21.779
52,21.796
53,21.817
54,21.835
55,21.855
56,21.877
57,21.895
58,21.911
59,21.931
60,21.951
61,21.979
62,22.003
63,22.026
64,22.047
65,22.075
66,22.097
67,22.120
68,22.141
69,22.168
70,22.203
71,22.238
72,22.280
73,22.314
74,22.351
75,22.389
76,22.433
77,22.485
78,22.529
79,22.574
80,22.628
81,22.691
82,22.774
83,22.854
84,22.931
85,22.981
86,23.061
87,23.131
88,23.212
89,23.304
90,23.432
91,23.598
92,23.730
93,24.010
94,24.620
95,24.957
96,25.224
97,29.593
98,37.237
99,930.720
100,937.058
