Percentage served,Time in ms
0,8.253
1,19.692
2,20.718
3,21.118
4,21.319
5,21.480
6,21.578
7,21.704
8,21.798
9,21.896
10,21.965
11,22.025
12,22.085
13,22.149
14,22.194
15,22.246
16,22.298
17,22.345
18,22.383
19,22.418
20,22.467
21,22.508
22,22.554
23,22.600
24,22.633
25,22.672
26,22.714
27,22.758
28,22.787
29,22.827
30,22.874
31,22.913
32,22.956
33,22.990
34,23.028
35,23.059
36,23.095
37,23.131
38,23.165
39,23.205
40,23.246
41,23.284
42,23.318
43,23.358
44,23.401
45,23.444
46,23.477
47,23.508
48,23.541
49,23.574
50,23.604
51,23.631
52,23.666
53,23.697
54,23.729
55,23.767
56,23.800
57,23.836
58,23.885
59,23.926
60,23.967
61,24.001
62,24.038
63,24.068
64,24.124
65,24.170
66,24.226
67,24.274
68,24.322
69,24.359
70,24.424
71,24.488
72,24.529
73,24.581
74,24.621
75,24.675
76,24.761
77,24.835
78,24.925
79,24.995
80,25.084
81,25.184
82,25.267
83,25.364
84,25.507
85,25.675
86,25.864
87,26.094
88,26.342
89,26.751
90,27.196
91,27.738
92,29.070
93,31.565
94,33.636
95,38.727
96,223.884
97,240.746
98,1244.795
99,1772.673
100,3493.029
