Percentage served,Time in ms
0,13.765
1,18.425
2,18.559
3,18.639
4,18.696
5,18.764
6,18.816
7,18.862
8,18.901
9,18.941
10,18.978
11,19.015
12,19.052
13,19.087
14,19.118
15,19.148
16,19.182
17,19.217
18,19.249
19,19.277
20,19.307
21,19.340
22,19.366
23,19.397
24,19.446
25,19.489
26,19.534
27,19.584
28,19.641
29,19.706
30,19.779
31,19.846
32,19.899
33,19.943
34,19.989
35,20.026
36,20.053
37,20.080
38,20.110
39,20.133
40,20.152
41,20.174
42,20.196
43,20.216
44,20.235
45,20.254
46,20.275
47,20.295
48,20.315
49,20.336
50,20.359
51,20.373
52,20.395
53,20.415
54,20.438
55,20.461
56,20.479
57,20.501
58,20.519
59,20.540
60,20.566
61,20.593
62,20.617
63,20.641
64,20.666
65,20.686
66,20.715
67,20.741
68,20.765
69,20.789
70,20.814
71,20.835
72,20.862
73,20.887
74,20.915
75,20.943
76,20.970
77,20.997
78,21.030
79,21.060
80,21.104
81,21.138
82,21.175
83,21.221
84,21.283
85,21.388
86,21.558
87,21.836
88,22.504
89,23.027
90,23.420
91,24.170
92,24.600
93,25.037
94,26.141
95,32.960
96,228.652
97,1035.210
98,1695.570
99,1741.571
100,3417.568
