Percentage served,Time in ms
0,18.048
1,18.310
2,18.383
3,18.438
4,18.490
5,18.541
6,18.594
7,18.673
8,18.768
9,18.886
10,18.967
11,19.043
12,19.094
13,19.146
14,19.194
15,19.233
16,19.273
17,19.313
18,19.350
19,19.380
20,19.413
21,19.447
22,19.481
23,19.512
24,19.551
25,19.588
26,19.621
27,19.660
28,19.699
29,19.739
30,19.783
31,19.856
32,19.935
33,20.041
34,20.140
35,20.255
36,20.365
37,20.467
38,20.537
39,20.608
40,20.668
41,20.719
42,20.779
43,20.827
44,20.859
45,20.901
46,20.942
47,20.989
48,21.027
49,21.055
50,21.091
51,21.122
52,21.155
53,21.180
54,21.208
55,21.242
56,21.268
57,21.292
58,21.321
59,21.348
60,21.373
61,21.406
62,21.439
63,21.471
64,21.500
65,21.540
66,21.586
67,21.636
68,21.704
69,21.807
70,21.912
71,22.028
72,22.145
73,22.273
74,22.404
75,22.503
76,22.617
77,22.708
78,22.819
79,22.939
80,23.095
81,23.260
82,23.457
83,23.784
84,24.218
85,24.492
86,24.836
87,25.386
88,26.646
89,27.633
90,34.658
91,35.552
92,48.579
93,240.113
94,862.257
95,1483.078
96,1710.286
97,1744.265
98,1772.995
99,1903.042
100,3435.283
