Percentage served,Time in ms
0,15.414
1,17.953
2,18.197
3,18.398
4,18.489
5,18.543
6,18.581
7,18.615
8,18.636
9,18.657
10,18.676
11,18.696
12,18.717
13,18.737
14,18.752
15,18.768
16,18.787
17,18.804
18,18.823
19,18.839
20,18.857
21,18.876
22,18.893
23,18.911
24,18.930
25,18.946
26,18.963
27,18.980
28,18.996
29,19.016
30,19.034
31,19.055
32,19.076
33,19.095
34,19.120
35,19.144
36,19.165
37,19.187
38,19.210
39,19.233
40,19.257
41,19.282
42,19.307
43,19.335
44,19.369
45,19.401
46,19.436
47,19.482
48,19.524
49,19.583
50,19.644
51,19.703
52,19.765
53,19.841
54,19.918
55,20.009
56,20.138
57,20.322
58,20.510
59,20.629
60,20.707
61,20.765
62,20.821
63,20.874
64,20.917
65,20.962
66,21.006
67,21.057
68,21.104
69,21.145
70,21.189
71,21.234
72,21.277
73,21.324
74,21.369
75,21.421
76,21.468
77,21.511
78,21.562
79,21.605
80,21.661
81,21.736
82,21.811
83,21.915
84,22.149
85,22.482
86,22.893
87,23.556
88,23.846
89,24.701
90,26.409
91,27.080
92,30.260
93,34.458
94,45.146
95,239.626
96,1023.453
97,1690.820
98,1765.253
99,3445.634
100,3485.195
