Percentage served,Time in ms
0,9.432
1,15.003
2,17.685
3,18.425
4,18.851
5,19.421
6,19.665
7,19.927
8,20.105
9,20.271
10,20.357
11,20.445
12,20.500
13,20.562
14,20.628
15,20.675
16,20.720
17,20.767
18,20.810
19,20.847
20,20.880
21,20.917
22,20.947
23,20.973
24,21.005
25,21.043
26,21.060
27,21.085
28,21.104
29,21.135
30,21.161
31,21.182
32,21.206
33,21.236
34,21.256
35,21.290
36,21.307
37,21.326
38,21.353
39,21.377
40,21.402
41,21.427
42,21.453
43,21.477
44,21.501
45,21.533
46,21.567
47,21.596
48,21.625
49,21.649
50,21.681
51,21.710
52,21.737
53,21.763
54,21.807
55,21.858
56,21.888
57,21.932
58,21.973
59,22.011
60,22.097
61,22.135
62,22.204
63,22.249
64,22.307
65,22.351
66,22.430
67,22.492
68,22.571
69,22.632
70,22.690
71,22.764
72,22.833
73,22.958
74,23.020
75,23.141
76,23.286
77,23.484
78,23.689
79,24.411
80,25.070
81,25.485
82,25.939
83,26.266
84,26.751
85,27.197
86,27.974
87,28.657
88,30.551
89,36.734
90,45.843
91,52.530
92,224.815
93,255.150
94,875.210
95,880.444
96,885.802
97,903.237
98,908.229
99,1740.100
100,1743.530
