Percentage served,Time in ms
0,10.202
1,25.105
2,30.260
3,30.985
4,31.330
5,31.597
6,31.913
7,32.006
8,32.156
9,32.296
10,32.451
11,32.554
12,32.615
13,32.788
14,32.903
15,32.978
16,33.057
17,33.215
18,33.300
19,33.367
20,33.459
21,33.539
22,33.611
23,33.669
24,33.796
25,33.939
26,34.050
27,34.125
28,34.193
29,34.287
30,34.428
31,34.537
32,34.588
33,34.710
34,34.776
35,34.830
36,34.858
37,34.901
38,34.973
39,35.050
40,35.124
41,35.171
42,35.221
43,35.286
44,35.411
45,35.490
46,35.614
47,35.735
48,35.854
49,35.969
50,36.113
51,36.217
52,36.355
53,36.610
54,36.828
55,36.929
56,37.044
57,37.117
58,37.214
59,37.331
60,37.674
61,37.926
62,38.100
63,38.189
64,38.311
65,38.482
66,38.626
67,38.843
68,39.131
69,39.423
70,39.843
71,40.062
72,40.372
73,40.676
74,40.861
75,41.484
76,42.196
77,43.273
78,44.332
79,45.053
80,45.849
81,46.705
82,48.119
83,69.570
84,82.175
85,95.080
86,209.103
87,236.287
88,239.968
89,243.423
90,248.037
91,294.204
92,516.163
93,1023.159
94,1799.394
95,1803.721
96,1826.699
97,1893.506
98,1897.819
99,1950.967
100,1956.700
