Percentage served,Time in ms
0,0.463
1,0.475
2,0.477
3,0.480
4,0.481
5,0.483
6,0.484
7,0.485
8,0.486
9,0.486
10,0.487
11,0.488
12,0.489
13,0.489
14,0.490
15,0.491
16,0.491
17,0.492
18,0.492
19,0.493
20,0.494
21,0.494
22,0.495
23,0.495
24,0.496
25,0.497
26,0.497
27,0.498
28,0.498
29,0.499
30,0.500
31,0.500
32,0.501
33,0.502
34,0.502
35,0.503
36,0.504
37,0.504
38,0.505
39,0.506
40,0.506
41,0.507
42,0.508
43,0.509
44,0.509
45,0.510
46,0.511
47,0.512
48,0.513
49,0.514
50,0.514
51,0.515
52,0.516
53,0.517
54,0.518
55,0.520
56,0.521
57,0.522
58,0.523
59,0.524
60,0.526
61,0.527
62,0.528
63,0.530
64,0.531
65,0.533
66,0.535
67,0.536
68,0.538
69,0.540
70,0.542
71,0.544
72,0.547
73,0.550
74,0.552
75,0.555
76,0.559
77,0.562
78,0.567
79,0.571
80,0.576
81,0.582
82,0.589
83,0.595
84,0.601
85,0.606
86,0.611
87,0.616
88,0.621
89,0.626
90,0.632
91,0.640
92,0.649
93,0.660
94,0.674
95,0.692
96,0.721
97,0.757
98,0.819
99,0.928
100,12.745
